room_id	host_id	room_type	country	city	neighborhood	reviews	overall_satisfaction	accommodates	bedrooms	price	property_type
11691647	12615520	Shared room	France	Paris	Europe	1	0.0	1	1.0	67.0	Apartment
3923956	20326759	Shared room	France	Paris	Grandes-Carrières	0	0.0	2	1.0	67.0	Apartment
10118452	13404645	Shared room	France	Paris	Belleville	1	0.0	2	1.0	72.0	Apartment
3109849	15806288	Shared room	France	Paris	Salpêtrière	1	0.0	1	1.0	69.0	Apartment
18922614	114363528	Shared room	France	Paris	Archives	0	0.0	3	1.0	70.0	Apartment
17469154	118316692	Shared room	France	Paris	Grandes-Carrières	0	0.0	2	1.0	67.0	Apartment
18167864	9675658	Shared room	France	Paris	Ternes	0	0.0	2	1.0	63.0	Apartment
6863593	35966851	Shared room	France	Paris	Grenelle	0	0.0	2	1.0	78.0	Apartment
18582202	32214330	Shared room	France	Paris	Grandes-Carrières	0	0.0	2	1.0	71.0	Apartment
16240571	106164405	Shared room	France	Paris	Necker	1	0.0	3	1.0	72.0	Apartment
6894345	36126886	Shared room	France	Paris	Bel-Air	0	0.0	3	1.0	78.0	Apartment
5515531	26095542	Shared room	France	Paris	Roquette	0	0.0	2	1.0	78.0	Apartment
15779251	24969150	Shared room	France	Paris	Roquette	1	0.0	1	1.0	78.0	Apartment
2864244	14627739	Shared room	France	Paris	Hôpital-Saint-Louis	0	0.0	2	1.0	78.0	Apartment
12588228	68279115	Shared room	France	Paris	Muette	3	4.5	2	1.0	78.0	Apartment
14242591	23389126	Shared room	France	Paris	Europe	0	0.0	3	1.0	64.0	Apartment
7605989	39891150	Shared room	France	Paris	Javel 15Art	10	4.5	1	1.0	78.0	Apartment
13010041	71775508	Shared room	France	Paris	Batignolles	0	0.0	1	1.0	78.0	Apartment
18340327	101476533	Shared room	France	Paris	Saint-Fargeau	0	0.0	2	1.0	78.0	Apartment
3504079	17641703	Shared room	France	Paris	Amérique	0	0.0	2	1.0	72.0	Apartment
9601858	49691140	Shared room	France	Paris	Gros-Caillou	0	0.0	1	1.0	78.0	Apartment
7356721	38545775	Shared room	France	Paris	Saint-Merri	0	0.0	2	1.0	64.0	House
15371173	55378220	Shared room	France	Paris	Halles	0	0.0	1	1.0	67.0	Apartment
1818001	9520418	Shared room	France	Paris	Saint-Fargeau	0	0.0	4	1.0	78.0	Apartment
9376203	29559258	Shared room	France	Paris	Muette	42	4.5	2	1.0	65.0	Apartment
20011660	137149757	Shared room	France	Paris	Petit-Montrouge	0	0.0	1	1.0	72.0	Apartment
8795378	7587252	Shared room	France	Paris	Gros-Caillou	57	5.0	1	1.0	67.0	Apartment
9213492	7995955	Shared room	France	Paris	Saint-Lambert	0	0.0	1	1.0	78.0	Apartment
19320272	9876819	Shared room	France	Paris	Picpus	2	0.0	5	1.0	71.0	Apartment
7706049	40480241	Shared room	France	Paris	Bonne-Nouvelle	0	0.0	2	1.0	80.0	Apartment
18287704	3079253	Shared room	France	Paris	Ecole-Militaire	2	0.0	1	1.0	72.0	Loft
850937	3980552	Shared room	France	Paris	Arsenal	84	5.0	3	1.0	65.0	Apartment
12680147	12427854	Shared room	France	Paris	Arsenal	59	5.0	2	1.0	63.0	Apartment
5295973	27428343	Shared room	France	Paris	Javel 15Art	75	4.5	2	1.0	67.0	Apartment
14274382	87047288	Shared room	France	Paris	Maison-Blanche	11	4.5	2	1.0	67.0	Apartment
9208504	9486579	Shared room	France	Paris	Javel 15Art	39	4.5	2	1.0	75.0	Apartment
13620854	1554884	Shared room	France	Paris	Combat	4	5.0	1	1.0	72.0	Condominium
6298024	32749729	Shared room	France	Paris	Goutte-dOr	52	4.5	3	1.0	72.0	Apartment
13044049	10856666	Shared room	France	Paris	Halles	72	4.5	2	1.0	71.0	Apartment
794418	4185487	Shared room	France	Paris	St-Germain-lAuxerrois	179	4.5	2	1.0	75.0	Apartment
34453	148773	Shared room	France	Paris	Quinze-Vingts	309	5.0	3	1.0	72.0	Guesthouse
12045204	35468557	Shared room	France	Paris	Villette	0	0.0	1	1.0	42.0	Townhouse
5804113	30109455	Shared room	France	Paris	Picpus	12	4.5	2	1.0	46.0	Apartment
3459809	2651710	Shared room	France	Paris	Porte-Saint-Martin	25	5.0	1	1.0	43.0	Apartment
9057376	32817202	Shared room	France	Paris	Saint-Avoye	0	0.0	2	1.0	42.0	Apartment
12438481	59763388	Shared room	France	Paris	Gare	2	0.0	2	1.0	47.0	Apartment
11321552	14886336	Shared room	France	Paris	Javel 15Art	1	0.0	2	1.0	42.0	Apartment
16465959	17588318	Shared room	France	Paris	Epinettes	0	0.0	1	1.0	42.0	Apartment
15072404	90496278	Shared room	France	Paris	Javel 15Art	3	5.0	2	1.0	42.0	Apartment
5911103	20797082	Shared room	France	Paris	Saint-Vincent-de-Paul	1	0.0	1	1.0	42.0	Apartment
5953580	20587440	Shared room	France	Paris	Sorbonne	0	0.0	2	1.0	48.0	Apartment
19301399	23583218	Shared room	France	Paris	Plaine-Monceau	0	0.0	2	1.0	42.0	Apartment
16312420	85285275	Shared room	France	Paris	Porte-Dauphine	0	0.0	4	1.0	42.0	Guesthouse
13413213	76213524	Shared room	France	Paris	Faubourg-Montmartre	0	0.0	4	1.0	46.0	Apartment
13965378	12361807	Shared room	France	Paris	Auteuil	0	0.0	2	1.0	42.0	Apartment
8820477	44196068	Shared room	France	Paris	Grandes-Carrières	4	4.0	2	1.0	42.0	Apartment
10454174	14595075	Shared room	France	Paris	Picpus	1	0.0	2	1.0	50.0	Apartment
15486715	24094066	Shared room	France	Paris	Saint-Lambert	4	5.0	1	1.0	32.0	Apartment
18178435	125415019	Shared room	France	Paris	Notre-Dame-des-Champs	0	0.0	1	1.0	24.0	Apartment
5290803	7469768	Shared room	France	Paris	Necker	0	0.0	1	1.0	36.0	Loft
7315998	38328118	Shared room	France	Paris	Petit-Montrouge	2	0.0	2	1.0	39.0	Apartment
18448430	113282324	Shared room	France	Paris	Saint-Lambert	7	4.0	3	1.0	37.0	Apartment
13674140	79557953	Shared room	France	Paris	Auteuil	0	0.0	2	1.0	34.0	Apartment
14831820	73478837	Shared room	France	Paris	Plaisance	24	4.5	1	1.0	24.0	Dorm
16614904	109669619	Shared room	France	Paris	Petit-Montrouge	3	5.0	2	1.0	30.0	Apartment
19421421	13768372	Shared room	France	Paris	Plaisance	1	0.0	2	1.0	33.0	Apartment
14279510	30607629	Shared room	France	Paris	Gare	8	5.0	1	1.0	28.0	Apartment
19637483	14402323	Shared room	France	Paris	Gare	0	0.0	2	1.0	26.0	Apartment
9809859	50537853	Shared room	France	Paris	Folie-Méricourt	16	4.5	1	1.0	24.0	Apartment
17165929	46917901	Shared room	France	Paris	Jardin-des-Plantes	0	0.0	2	1.0	36.0	Apartment
18515453	35232643	Shared room	France	Paris	Saint-Ambroise	11	5.0	1	1.0	35.0	Bed & Breakfast
18497032	35232643	Shared room	France	Paris	Folie-Méricourt	15	5.0	1	1.0	35.0	Bed & Breakfast
4289184	7145924	Shared room	France	Paris	Picpus	24	4.5	1	1.0	30.0	Apartment
19140226	44052369	Shared room	France	Paris	Croulebarbe	3	5.0	3	1.0	39.0	Apartment
18027751	8982608	Shared room	France	Paris	Val-de-Grace	8	5.0	1	1.0	40.0	Apartment
18553072	35232643	Shared room	France	Paris	Saint-Ambroise	21	4.5	1	1.0	35.0	Bed & Breakfast
15921131	71922967	Shared room	France	Paris	Grandes-Carrières	10	4.5	1	1.0	22.0	Apartment
7610545	17089230	Shared room	France	Paris	Muette	1	0.0	1	1.0	36.0	Apartment
14602542	90598223	Shared room	France	Paris	Grenelle	25	4.5	1	1.0	30.0	Apartment
10580564	54584789	Shared room	France	Paris	Porte-Saint-Denis	21	5.0	1	1.0	31.0	Apartment
14500491	1807839	Shared room	France	Paris	Grandes-Carrières	9	4.5	1	1.0	29.0	Apartment
1912591	9922100	Shared room	France	Paris	La Chapelle	76	4.5	1	1.0	29.0	Apartment
17807553	103084032	Shared room	France	Paris	Clignancourt	9	5.0	1	1.0	14.0	Apartment
1622024	8626976	Shared room	France	Paris	Sainte-Marguerite	0	0.0	2	1.0	24.0	Apartment
10019997	51451091	Shared room	France	Paris	Goutte-dOr	0	0.0	1	1.0	30.0	Apartment
6672585	34171561	Shared room	France	Paris	Père-Lachaise	37	5.0	2	1.0	35.0	Apartment
13712915	75345773	Shared room	France	Paris	Roquette	0	0.0	1	1.0	33.0	Apartment
6636622	7397837	Shared room	France	Paris	Charonne	40	4.5	2	1.0	36.0	Apartment
6225458	24574957	Shared room	France	Paris	Sainte-Marguerite	1	0.0	1	1.0	35.0	Apartment
11771527	22530701	Shared room	France	Paris	Charonne	0	0.0	2	1.0	34.0	Apartment
13205792	54387744	Shared room	France	Paris	Saint-Fargeau	36	4.5	2	1.0	34.0	Apartment
3017565	15376379	Shared room	France	Paris	Bonne-Nouvelle	0	0.0	2	1.0	30.0	Apartment
2370385	4531179	Shared room	France	Paris	Villette	134	4.0	2	1.0	27.0	Apartment
13766270	80742297	Shared room	France	Paris	Villette	2	0.0	2	1.0	30.0	Apartment
13754655	42782996	Shared room	France	Paris	Porte-Saint-Denis	1	0.0	4	1.0	30.0	Dorm
18694533	56016826	Shared room	France	Paris	Saint-Ambroise	3	4.5	1	1.0	27.0	Apartment
8495295	42782996	Shared room	France	Paris	Bonne-Nouvelle	6	4.5	4	1.0	30.0	Dorm
18692724	56016826	Shared room	France	Paris	Folie-Méricourt	3	3.5	1	1.0	27.0	Apartment
18691747	56016826	Shared room	France	Paris	Saint-Ambroise	1	0.0	1	1.0	27.0	Apartment
18542848	56016826	Shared room	France	Paris	Saint-Ambroise	4	5.0	1	1.0	27.0	Apartment
9841972	50537853	Shared room	France	Paris	Saint-Ambroise	24	4.5	1	1.0	24.0	Apartment
18695685	56016826	Shared room	France	Paris	Saint-Ambroise	3	5.0	1	1.0	27.0	Apartment
18523665	35232643	Shared room	France	Paris	Folie-Méricourt	15	5.0	1	1.0	35.0	Bed & Breakfast
1582585	8422266	Shared room	France	Paris	Grandes-Carrières	5	5.0	2	1.0	33.0	Apartment
2874942	4531179	Shared room	France	Paris	Villette	114	4.5	1	1.0	26.0	Apartment
16549879	64040536	Shared room	France	Paris	Clignancourt	1	0.0	1	1.0	21.0	Apartment
18355155	17732501	Shared room	France	Paris	Ternes	6	5.0	2	1.0	40.0	Apartment
18694708	56016826	Shared room	France	Paris	Folie-Méricourt	1	0.0	1	1.0	27.0	Apartment
15606520	100610222	Shared room	France	Paris	Notre-Dame-des-Champs	22	4.5	2	1.0	36.0	Apartment
8443931	44455085	Shared room	France	Paris	Hôpital-Saint-Louis	26	5.0	1	1.0	36.0	Apartment
16399168	10428613	Shared room	France	Paris	Batignolles	3	5.0	1	1.0	34.0	Apartment
15879835	30298825	Shared room	France	Paris	Amérique	0	0.0	1	1.0	36.0	Apartment
13781217	19106295	Shared room	France	Paris	Javel 15Art	0	0.0	2	1.0	30.0	Apartment
15448481	35781094	Shared room	France	Paris	Clignancourt	1	0.0	2	1.0	36.0	Apartment
10956183	47377652	Shared room	France	Paris	Charonne	1	0.0	2	1.0	27.0	Apartment
10585405	29615670	Shared room	France	Paris	Grandes-Carrières	27	4.5	1	1.0	27.0	Apartment
18954527	9994547	Shared room	France	Paris	Porte-Saint-Martin	12	5.0	1	1.0	37.0	Apartment
11455210	54609551	Shared room	France	Paris	Maison-Blanche	9	4.0	2	1.0	23.0	Apartment
3076865	4531179	Shared room	France	Paris	Villette	121	4.0	1	1.0	23.0	Apartment
18043422	22861761	Shared room	France	Paris	Gare	0	0.0	2	1.0	32.0	Condominium
19657273	76709400	Shared room	France	Paris	Saint-Avoye	0	0.0	1	1.0	30.0	Apartment
11718379	7766876	Shared room	France	Paris	Sainte-Marguerite	1	0.0	2	1.0	30.0	Apartment
13198070	73914929	Shared room	France	Paris	Auteuil	1	0.0	1	1.0	30.0	Apartment
40951	177387	Shared room	France	Paris	Saint-Gervais	29	5.0	1	1.0	36.0	Apartment
9842022	50537853	Shared room	France	Paris	Folie-Méricourt	18	4.5	1	1.0	24.0	Apartment
6331548	9569445	Shared room	France	Paris	Saint-Fargeau	1	0.0	2	1.0	32.0	Apartment
6617509	7953913	Shared room	France	Paris	Saint-Georges	20	5.0	1	1.0	41.0	Apartment
18543495	56016826	Shared room	France	Paris	Saint-Ambroise	8	4.5	1	1.0	27.0	Apartment
2923801	4531179	Shared room	France	Paris	Villette	95	4.5	2	1.0	23.0	Apartment
18478556	56016826	Shared room	France	Paris	Saint-Ambroise	8	5.0	1	1.0	27.0	Apartment
8492205	44674115	Shared room	France	Paris	Saint-Vincent-de-Paul	1	0.0	2	1.0	36.0	Apartment
9142663	47610634	Shared room	France	Paris	Saint-Ambroise	0	0.0	1	1.0	24.0	Condominium
3070985	4531179	Shared room	France	Paris	Villette	100	4.5	1	1.0	26.0	Apartment
18691947	56016826	Shared room	France	Paris	Saint-Ambroise	3	3.5	1	1.0	27.0	Apartment
6728930	14965628	Shared room	France	Paris	Maison-Blanche	8	5.0	2	1.0	35.0	Apartment
18696280	8450127	Shared room	France	Paris	Salpêtrière	0	0.0	1	1.0	26.0	Apartment
18691419	56016826	Shared room	France	Paris	Folie-Méricourt	4	4.5	1	1.0	27.0	Apartment
15391556	14194924	Shared room	France	Paris	Villette	23	5.0	1	1.0	28.0	Apartment
16734030	29312307	Shared room	France	Paris	Parc-de-Montsouris	8	5.0	2	1.0	36.0	Apartment
15156153	95961965	Shared room	France	Paris	Porte-Saint-Denis	1	0.0	1	1.0	34.0	Apartment
15236801	35265386	Shared room	France	Paris	Hôpital-Saint-Louis	26	5.0	1	1.0	30.0	Apartment
18543479	56016826	Shared room	France	Paris	Folie-Méricourt	3	5.0	1	1.0	27.0	Apartment
1638909	6516172	Shared room	France	Paris	Hôpital-Saint-Louis	52	4.5	1	1.0	20.0	Apartment
15363337	45472813	Shared room	France	Paris	Pont-de-Flandre	0	0.0	1	1.0	35.0	Apartment
3988683	20633965	Shared room	France	Paris	Pont-de-Flandre	1	0.0	6	1.0	24.0	Bed & Breakfast
7510273	39344493	Shared room	France	Paris	Epinettes	86	4.5	2	1.0	33.0	Apartment
18695420	56016826	Shared room	France	Paris	Saint-Ambroise	7	4.5	1	1.0	27.0	Apartment
19271291	113282324	Shared room	France	Paris	Saint-Lambert	3	4.5	3	1.0	37.0	Apartment
18692619	56016826	Shared room	France	Paris	Belleville	3	4.5	1	1.0	27.0	Apartment
19216815	71549264	Shared room	France	Paris	Croulebarbe	4	4.5	1	1.0	29.0	Apartment
19844618	6528839	Shared room	France	Paris	Bercy	0	0.0	1	1.0	30.0	Apartment
9208275	36780425	Shared room	France	Paris	Grandes-Carrières	19	4.5	1	1.0	34.0	Apartment
13880099	55939471	Shared room	France	Paris	Maison-Blanche	0	0.0	1	1.0	30.0	Apartment
7357881	3435626	Shared room	France	Paris	Auteuil	3	4.5	1	1.0	27.0	Apartment
4009545	20790512	Shared room	France	Paris	Maison-Blanche	0	0.0	1	1.0	19.0	Apartment
8907390	20633965	Shared room	France	Paris	Pont-de-Flandre	0	0.0	6	1.0	22.0	Bed & Breakfast
18543450	56016826	Shared room	France	Paris	Folie-Méricourt	8	4.5	1	1.0	27.0	Apartment
5717198	15256229	Shared room	France	Paris	Saint-Georges	54	4.5	1	1.0	35.0	Apartment
5210145	26950038	Shared room	France	Paris	Belleville	16	4.5	1	1.0	33.0	Apartment
2733150	13987000	Shared room	France	Paris	Petit-Montrouge	48	4.5	1	1.0	41.0	Apartment
16472620	102830151	Shared room	France	Paris	Javel 15Art	18	4.5	2	1.0	30.0	Apartment
18517232	89569800	Shared room	France	Paris	Picpus	3	5.0	2	1.0	28.0	Apartment
8104884	42782996	Shared room	France	Paris	Porte-Saint-Denis	4	5.0	4	1.0	30.0	Dorm
18718488	123939099	Shared room	France	Paris	Plaine-Monceau	2	0.0	1	1.0	36.0	Apartment
2673356	13687114	Shared room	France	Paris	Pont-de-Flandre	27	5.0	2	1.0	30.0	Apartment
16945578	113282324	Shared room	France	Paris	Saint-Lambert	12	4.5	3	1.0	37.0	Apartment
11392477	59763388	Shared room	France	Paris	Gare	2	0.0	2	1.0	39.0	Apartment
4934481	17287577	Shared room	France	Paris	Folie-Méricourt	66	4.5	2	1.0	36.0	Apartment
19797736	7290909	Shared room	France	Paris	Porte-Saint-Martin	1	0.0	2	1.0	27.0	Apartment
17783799	48082968	Shared room	France	Paris	Auteuil	14	5.0	2	1.0	36.0	Apartment
14368316	88142623	Shared room	France	Paris	Père-Lachaise	44	4.5	1	1.0	26.0	Apartment
15837099	102562472	Shared room	France	Paris	Enfants-Rouges	9	5.0	2	1.0	30.0	Apartment
16391787	10428613	Shared room	France	Paris	Batignolles	4	5.0	1	1.0	34.0	Apartment
19757515	35232643	Shared room	France	Paris	Père-Lachaise	0	0.0	6	1.0	35.0	Apartment
15134245	95961965	Shared room	France	Paris	Porte-Saint-Denis	4	4.0	1	1.0	34.0	Apartment
19554382	88992200	Shared room	France	Paris	Invalides	0	0.0	1	1.0	34.0	Apartment
11374706	59624260	Shared room	France	Paris	Combat	34	4.5	2	1.0	36.0	Apartment
18973434	14245396	Shared room	France	Paris	Charonne	4	4.5	1	1.0	32.0	Apartment
7263348	16769193	Shared room	France	Paris	Auteuil	10	5.0	1	1.0	26.0	Apartment
18692513	56016826	Shared room	France	Paris	Saint-Ambroise	5	4.5	1	1.0	27.0	Apartment
19942174	27085847	Shared room	France	Paris	Charonne	0	0.0	2	1.0	28.0	Apartment
17149515	19620597	Shared room	France	Paris	Roquette	7	4.5	1	1.0	26.0	Apartment
18378199	30843418	Shared room	France	Paris	Saint-Vincent-de-Paul	0	0.0	2	1.0	34.0	Apartment
2854093	14550619	Shared room	France	Paris	Pont-de-Flandre	36	4.5	1	1.0	37.0	Apartment
13500350	76881820	Shared room	France	Paris	Porte-Dauphine	21	3.5	1	1.0	35.0	Apartment
12340851	23341832	Shared room	France	Paris	La Chapelle	0	0.0	1	1.0	24.0	Apartment
13542391	77915598	Shared room	France	Paris	Villette	2	0.0	2	1.0	27.0	Bed & Breakfast
18542276	56016826	Shared room	France	Paris	Belleville	1	0.0	1	1.0	27.0	Apartment
13439081	44250719	Shared room	France	Paris	Arsenal	18	4.5	1	1.0	41.0	Apartment
18969290	7238999	Shared room	France	Paris	Bonne-Nouvelle	0	0.0	2	1.0	27.0	Apartment
15346338	97862768	Shared room	France	Paris	Père-Lachaise	20	5.0	2	1.0	39.0	Apartment
9835515	50537853	Shared room	France	Paris	Folie-Méricourt	15	4.5	1	1.0	21.0	Apartment
19170903	2828668	Shared room	France	Paris	Pont-de-Flandre	0	0.0	2	1.0	39.0	Apartment
20142268	11488835	Entire home/apt	France	Paris	Bel-Air	0	0.0	4	1.0	139.0	Apartment
754364	3969625	Entire home/apt	France	Paris	Arts-et-Metiers	5	5.0	4	1.0	127.0	Apartment
20141612	5924520	Entire home/apt	France	Paris	Jardin-des-Plantes	0	0.0	3	1.0	109.0	Apartment
19468158	42282585	Entire home/apt	France	Paris	Archives	0	0.0	3	2.0	119.0	Apartment
20143125	4068185	Entire home/apt	France	Paris	Jardin-des-Plantes	0	0.0	3	0.0	119.0	Apartment
19578990	120681612	Entire home/apt	France	Paris	Plaine-Monceau	0	0.0	4	1.0	116.0	Apartment
557715	2742023	Entire home/apt	France	Paris	Charonne	0	0.0	3	2.0	117.0	Apartment
20069319	25649513	Entire home/apt	France	Paris	Archives	0	0.0	4	1.0	121.0	Apartment
20144084	22018855	Entire home/apt	France	Paris	Saint-Vincent-de-Paul	0	0.0	6	2.0	97.0	Condominium
19629857	35627487	Entire home/apt	France	Paris	Saint-Lambert	3	4.5	4	1.0	75.0	Apartment
2351457	5254201	Entire home/apt	France	Paris	Odeon	1	0.0	3	0.0	80.0	Apartment
17744261	120681612	Entire home/apt	France	Paris	Faubourg-du-Roule	19	4.0	4	1.0	81.0	Apartment
20137064	6651182	Entire home/apt	France	Paris	Roquette	0	0.0	4	0.0	70.0	Apartment
20119252	136175151	Entire home/apt	France	Paris	Hôpital-Saint-Louis	0	0.0	3	1.0	78.0	Apartment
5634096	29202083	Entire home/apt	France	Paris	Saint-Lambert	3	0.0	4	2.0	61.0	Apartment
2787185	3306693	Entire home/apt	France	Paris	Arts-et-Metiers	63	4.5	4	1.0	61.0	Apartment
7099850	36421924	Entire home/apt	France	Paris	Maison-Blanche	33	4.5	4	1.0	55.0	Apartment
13737908	80411037	Entire home/apt	France	Paris	Porte-Saint-Denis	1	0.0	3	2.0	61.0	Apartment
20048788	7179133	Entire home/apt	France	Paris	Goutte-dOr	0	0.0	4	2.0	56.0	Apartment
14003386	83682941	Entire home/apt	France	Paris	Saint-Ambroise	0	0.0	4	0.0	61.0	Apartment
19994829	7938389	Entire home/apt	France	Paris	Grandes-Carrières	0	0.0	3	1.0	61.0	Apartment
9388859	8816961	Entire home/apt	France	Paris	Porte-Dauphine	0	0.0	10	4.0	2421.0	Apartment
20031430	8816961	Entire home/apt	France	Paris	Champs-Elysées	0	0.0	7	3.0	1210.0	Apartment
732458	3813661	Entire home/apt	France	Paris	Clignancourt	13	5.0	8	4.0	1210.0	House
15658427	101076033	Entire home/apt	France	Paris	Mail	6	5.0	12	7.0	1210.0	Apartment
14705624	3038685	Entire home/apt	France	Paris	Europe	0	0.0	16	2.0	1452.0	Apartment
8724670	45790056	Entire home/apt	France	Paris	Ecole-Militaire	0	0.0	6	3.0	1513.0	Apartment
